Date,Symbol,Open,High,Low,Close,Volume,Value
2012-01-01,hydropower,508.53,508.53,508.53,508.53,0,
2012-01-02,hydropower,508.36,508.36,508.36,508.36,0,
2012-01-03,hydropower,507.53,507.53,507.53,507.53,0,
2012-01-04,hydropower,509.31,509.31,509.31,509.31,0,
2012-01-05,hydropower,506.5,506.5,506.5,506.5,0,
2012-01-08,hydropower,506.21,506.21,506.21,506.21,0,
2012-01-09,hydropower,512.76,512.76,512.76,512.76,0,
2012-01-10,hydropower,520.89,520.89,520.89,520.89,0,
2012-01-11,hydropower,517.31,517.31,517.31,517.31,0,
2012-01-12,hydropower,526.49,526.49,526.49,526.49,0,
2012-01-16,hydropower,526.47,526.47,526.47,526.47,0,
2012-01-17,hydropower,511.97,511.97,511.97,511.97,0,
2012-01-18,hydropower,526.46,526.46,526.46,526.46,0,
2012-01-19,hydropower,525.15,525.15,525.15,525.15,0,
2012-01-22,hydropower,524.59,524.59,524.59,524.59,0,
2012-01-23,hydropower,526.46,526.46,526.46,526.46,0,
2012-01-25,hydropower,527.67,527.67,527.67,527.67,0,
2012-01-26,hydropower,527.09,527.09,527.09,527.09,0,
2012-01-29,hydropower,527.48,527.48,527.48,527.48,0,
2012-01-31,hydropower,526.91,526.91,526.91,526.91,0,
2012-02-01,hydropower,524.93,524.93,524.93,524.93,0,
2012-02-02,hydropower,523.53,523.53,523.53,523.53,0,
2012-02-05,hydropower,524.17,524.17,524.17,524.17,0,
2012-02-06,hydropower,521.83,521.83,521.83,521.83,0,
2012-02-07,hydropower,513.68,513.68,513.68,513.68,0,
2012-02-08,hydropower,511.31,511.31,511.31,511.31,0,
2012-02-09,hydropower,511.84,511.84,511.84,511.84,0,
2012-02-12,hydropower,512.01,512.01,512.01,512.01,0,
2012-02-13,hydropower,511.18,511.18,511.18,511.18,0,
2012-02-14,hydropower,510.62,510.62,510.62,510.62,0,
2012-02-15,hydropower,511.18,511.18,511.18,511.18,0,
2012-02-16,hydropower,514.05,514.05,514.05,514.05,0,
2012-02-21,hydropower,513.14,513.14,513.14,513.14,0,
2012-02-23,hydropower,511.84,511.84,511.84,511.84,0,
2012-02-26,hydropower,509.96,509.96,509.96,509.96,0,
2012-02-27,hydropower,491.69,491.69,491.69,491.69,0,
2012-02-28,hydropower,487.02,487.02,487.02,487.02,0,
2012-02-29,hydropower,488.42,488.42,488.42,488.42,0,
2012-03-01,hydropower,489.26,489.26,489.26,489.26,0,
2012-03-04,hydropower,491.68,491.68,491.68,491.68,0,
2012-03-05,hydropower,492.34,492.34,492.34,492.34,0,
2012-03-06,hydropower,492.34,492.34,492.34,492.34,0,
2012-03-11,hydropower,490.73,490.73,490.73,490.73,0,
2012-03-12,hydropower,489.8,489.8,489.8,489.8,0,
2012-03-13,hydropower,489.62,489.62,489.62,489.62,0,
2012-03-14,hydropower,489.62,489.62,489.62,489.62,0,
2012-03-15,hydropower,488.41,488.41,488.41,488.41,0,
2012-03-18,hydropower,491.02,491.02,491.02,491.02,0,
2012-03-19,hydropower,490.46,490.46,490.46,490.46,0,
2012-03-20,hydropower,483.41,483.41,483.41,483.41,0,
2012-03-21,hydropower,480.4,480.4,480.4,480.4,0,
2012-03-25,hydropower,479.1,479.1,479.1,479.1,0,
2012-03-26,hydropower,471.58,471.58,471.58,471.58,0,
2012-03-27,hydropower,471.58,471.58,471.58,471.58,0,
2012-03-28,hydropower,462.15,462.15,462.15,462.15,0,
2012-03-29,hydropower,458.06,458.06,458.06,458.06,0,
2012-04-01,hydropower,468.12,468.12,468.12,468.12,0,
2012-04-02,hydropower,476.06,476.06,476.06,476.06,0,
2012-04-03,hydropower,476.63,476.63,476.63,476.63,0,
2012-04-04,hydropower,475.76,475.76,475.76,475.76,0,
2012-04-05,hydropower,472.25,472.25,472.25,472.25,0,
2012-04-08,hydropower,473.07,473.07,473.07,473.07,0,
2012-04-09,hydropower,467.85,467.85,467.85,467.85,0,
2012-04-10,hydropower,467.71,467.71,467.71,467.71,0,
2012-04-11,hydropower,472.64,472.64,472.64,472.64,0,
2012-04-12,hydropower,501.5,501.5,501.5,501.5,0,
2012-04-15,hydropower,536.75,536.75,536.75,536.75,0,
2012-04-16,hydropower,543.28,543.28,543.28,543.28,0,
2012-04-17,hydropower,531.27,531.27,531.27,531.27,0,
2012-04-18,hydropower,541.43,541.43,541.43,541.43,0,
2012-04-19,hydropower,545.55,545.55,545.55,545.55,0,
2012-04-22,hydropower,561.69,561.69,561.69,561.69,0,
2012-04-24,hydropower,593.13,593.13,593.13,593.13,0,
2012-04-25,hydropower,633.82,633.82,633.82,633.82,0,
2012-04-26,hydropower,633.76,633.76,633.76,633.76,0,
2012-04-29,hydropower,646.42,646.42,646.42,646.42,0,
2012-04-30,hydropower,646.84,646.84,646.84,646.84,0,
2012-05-02,hydropower,612.3,612.3,612.3,612.3,0,
2012-05-03,hydropower,625.18,625.18,625.18,625.18,0,
2012-05-07,hydropower,650.52,650.52,650.52,650.52,0,
2012-05-08,hydropower,688.06,688.06,688.06,688.06,0,
2012-05-09,hydropower,677.39,677.39,677.39,677.39,0,
2012-05-10,hydropower,660.88,660.88,660.88,660.88,0,
2012-05-13,hydropower,635.72,635.72,635.72,635.72,0,
2012-05-14,hydropower,611.56,611.56,611.56,611.56,0,
2012-05-15,hydropower,659.13,659.13,659.13,659.13,0,
2012-05-16,hydropower,684.8,684.8,684.8,684.8,0,
2012-05-17,hydropower,699.62,699.62,699.62,699.62,0,
2012-05-20,hydropower,670.91,670.91,670.91,670.91,0,
2012-05-21,hydropower,672.98,672.98,672.98,672.98,0,
2012-05-22,hydropower,664.06,664.06,664.06,664.06,0,
2012-05-23,hydropower,635.97,635.97,635.97,635.97,0,
2012-05-24,hydropower,646.06,646.06,646.06,646.06,0,
