business_date,symbol,open_price,high_price,low_price,close_price,total_traded_quantity,total_traded_value
2023-04-27,NIBLGF,10.0,10.0,9.0,9.0,6800.0,61839.0
2023-04-30,NIBLGF,8.83,8.83,8.1,8.2,14350.0,121457.0
2023-05-02,NIBLGF,8.04,8.19,7.61,8.04,7100.0,57094.0
2023-05-03,NIBLGF,8.0,8.0,7.45,7.61,2450.0,19061.0
2023-05-04,NIBLGF,7.6,8.37,7.19,8.36,8587.0,66387.94
2023-05-07,NIBLGF,8.2,8.2,7.88,7.98,2500.0,19860.0
2023-05-08,NIBLGF,7.87,8.37,7.59,8.37,4450.0,34684.75
2023-05-09,NIBLGF,8.21,8.21,7.9,8.14,4225.0,34031.75
2023-05-10,NIBLGF,7.98,8.0,7.68,7.93,3050.0,24066.5
2023-05-11,NIBLGF,7.78,7.89,7.63,7.89,3400.0,26548.0
2023-05-14,NIBLGF,7.89,7.89,7.4,7.59,3975.0,30372.0
2023-05-15,NIBLGF,7.74,8.34,7.74,8.34,6250.0,49647.75
2023-05-16,NIBLGF,8.49,8.65,7.87,7.87,6345.0,52700.35
2023-05-17,NIBLGF,7.8,8.29,7.45,8.29,2675.0,20607.25
2023-05-18,NIBLGF,8.14,8.15,7.99,8.03,12000.0,97447.5
2023-05-21,NIBLGF,8.18,8.45,8.18,8.19,3800.0,31722.0
2023-05-22,NIBLGF,8.04,8.18,8.04,8.04,1600.0,12907.0
2023-05-23,NIBLGF,8.04,8.52,7.9,8.33,4100.0,33605.0
2023-05-24,NIBLGF,8.17,8.17,8.04,8.14,1200.0,9698.0
2023-05-28,NIBLGF,7.98,8.29,7.94,8.29,3600.0,29170.0
2023-05-30,NIBLGF,8.13,8.29,7.99,8.0,10200.0,83171.25
2023-05-31,NIBLGF,8.0,8.16,7.9,8.16,2350.0,18823.0
2023-06-01,NIBLGF,8.0,8.17,8.0,8.17,500.0,4067.0
2023-06-04,NIBLGF,8.2,8.32,8.0,8.32,3825.0,30812.5
2023-06-05,NIBLGF,8.47,8.79,8.43,8.43,2025.0,17278.45
2023-06-06,NIBLGF,8.27,8.51,7.8,8.51,5050.0,40286.5
2023-06-07,NIBLGF,8.35,8.35,8.05,8.21,1000.0,8192.0
2023-06-08,NIBLGF,8.1,8.15,8.1,8.11,1700.0,13795.0
2023-06-11,NIBLGF,7.95,8.43,7.67,8.25,5500.0,44049.5
2023-06-12,NIBLGF,8.2,8.46,7.91,8.0,14950.0,119399.75
2023-06-13,NIBLGF,7.93,8.08,7.92,7.95,2300.0,18279.0
2023-06-14,NIBLGF,7.95,8.02,7.93,8.02,4400.0,35205.0
2023-06-15,NIBLGF,8.02,8.02,7.93,7.93,700.0,5579.0
2023-06-18,NIBLGF,7.97,8.33,7.97,8.33,1800.0,14572.25
2023-06-19,NIBLGF,8.49,8.82,8.33,8.65,3276.0,28186.4
2023-06-20,NIBLGF,8.48,8.48,8.16,8.32,10300.0,85704.0
2023-06-21,NIBLGF,8.16,8.79,8.16,8.79,2650.0,21980.5
2023-06-22,NIBLGF,8.62,8.62,8.3,8.31,6625.0,55785.75
2023-06-25,NIBLGF,8.15,8.15,7.68,7.83,8475.0,68420.75
2023-06-26,NIBLGF,7.7,8.13,7.7,8.03,3600.0,28905.25
2023-06-27,NIBLGF,8.1,8.36,8.04,8.11,13705.0,112181.5
2023-06-28,NIBLGF,8.25,8.25,8.0,8.11,2000.0,16254.0
2023-07-02,NIBLGF,7.95,8.39,7.7,8.39,14956.0,122876.14
2023-07-03,NIBLGF,8.23,8.23,8.0,8.17,4423.0,35870.07
2023-07-04,NIBLGF,8.02,8.19,8.02,8.1,4410.0,35647.9
2023-07-05,NIBLGF,7.95,8.1,7.95,8.1,2640.0,21100.0
2023-07-06,NIBLGF,7.94,8.0,7.8,8.0,1310.0,10357.5
2023-07-09,NIBLGF,7.85,8.0,7.72,7.9,1250.0,9820.0
2023-07-10,NIBLGF,7.76,8.01,7.76,7.88,10579.0,84487.1
2023-07-11,NIBLGF,8.03,8.32,7.89,8.32,7480.0,59991.0
2023-07-12,NIBLGF,8.47,8.98,8.32,8.98,52385.0,452449.5
2023-07-13,NIBLGF,9.12,9.87,9.12,9.68,1400.0,13299.0
