BUSINESS_DATE,SYMBOL,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TOTAL_TRADED_QUANTITY,TOTAL_TRADED_VALUE
2022-08-17,SGHC,269.0,295.9,269.0,295.9,562,162675.9
2022-08-18,SGHC,301.8,325.4,301.8,325.4,5350,1740310.0
2022-08-21,SGHC,331.9,357.0,331.9,337.0,78676,26831205.8
2022-08-22,SGHC,343.7,349.0,320.1,323.0,53198,17262964.8
2022-08-23,SGHC,318.0,323.5,315.0,320.0,28437,9082151.2
2022-08-24,SGHC,318.0,344.5,318.0,332.0,30418,9879602.9
2022-08-25,SGHC,332.0,334.0,322.6,323.0,13083,4287002.6
2022-08-26,SGHC,318.0,320.0,313.1,319.0,11130,3508977.5
2022-08-28,SGHC,312.9,315.0,300.0,301.0,20529,6275687.2
2022-08-29,SGHC,295.0,307.0,295.0,305.0,9421,2822373.0
2022-08-30,SGHC,311.1,311.1,298.0,299.9,6385,1918764.6
2022-08-31,SGHC,299.0,303.0,283.6,286.0,11413,3301243.8
2022-09-01,SGHC,280.3,291.7,276.2,284.0,16566,4656190.1
2022-09-02,SGHC,279.0,297.0,279.0,279.1,4222,1200953.5
2022-09-04,SGHC,274.0,297.0,274.0,295.0,18356,5345549.0
2022-09-05,SGHC,295.0,300.0,290.1,290.1,7987,2347770.4
2022-09-06,SGHC,287.0,290.0,283.0,284.1,9180,2623327.0
2022-09-07,SGHC,278.8,293.0,278.8,283.2,8490,2433713.0
2022-09-08,SGHC,280.0,296.0,277.8,287.0,9217,2665548.0
2022-09-11,SGHC,282.0,292.7,282.0,284.0,7985,2293237.0
2022-09-12,SGHC,279.2,285.0,279.2,281.0,4077,1144579.5
2022-09-13,SGHC,276.0,291.7,276.0,284.0,7565,2150173.5
2022-09-14,SGHC,284.0,293.9,281.0,288.3,13757,3980817.5
2022-09-15,SGHC,288.3,290.0,267.7,268.0,14365,4002798.0
2022-09-16,SGHC,262.7,264.0,255.1,260.1,4250,1099898.5
2022-09-18,SGHC,256.0,258.0,247.5,248.1,9285,2338990.5
2022-09-20,SGHC,243.2,243.2,227.1,240.0,9268,2166757.3
2022-09-21,SGHC,235.2,244.8,235.2,242.0,2930,700186.0
2022-09-22,SGHC,237.2,237.5,227.2,230.0,9938,2288484.2
2022-09-25,SGHC,225.5,226.0,219.2,223.0,3253,721777.0
2022-09-27,SGHC,223.0,228.5,217.2,224.0,2722,607763.0
2022-09-28,SGHC,220.0,230.0,220.0,224.0,1154,256170.4
2022-09-29,SGHC,219.8,225.0,219.8,224.0,1314,292165.4
2022-10-09,SGHC,220.1,230.9,220.1,230.9,1409,317490.1
2022-10-10,SGHC,235.0,235.0,217.4,223.0,6291,1404382.2
2022-10-11,SGHC,219.0,232.0,215.0,232.0,3733,814127.3
2022-10-12,SGHC,228.5,232.5,216.1,230.5,5657,1279411.9
2022-10-13,SGHC,225.9,233.0,221.4,225.0,3305,744858.0
2022-10-16,SGHC,221.0,225.0,215.1,219.0,2550,556442.0
2022-10-17,SGHC,215.0,223.3,213.1,219.0,4480,975558.1
2022-10-19,SGHC,215.0,216.0,209.0,210.0,2680,567950.5
2022-10-20,SGHC,205.8,214.0,202.1,207.7,2070,432252.0
2022-10-23,SGHC,207.0,220.3,207.0,208.1,1763,374327.0
2022-10-31,SGHC,206.0,216.2,206.0,209.1,1200,253368.0
2022-11-01,SGHC,206.0,221.0,206.0,218.0,10036,2164991.0
2022-11-02,SGHC,222.2,227.4,215.0,223.0,4784,1070473.5
2022-11-03,SGHC,218.6,221.0,214.4,216.4,3892,848441.8
2022-11-06,SGHC,212.2,238.0,212.1,237.0,7544,1693130.6
2022-11-07,SGHC,235.0,251.0,228.5,230.0,19667,4698507.5
2022-11-08,SGHC,229.0,238.6,221.6,238.0,8702,1979690.1
2022-11-09,SGHC,235.0,235.0,221.5,225.0,16241,3721605.5
2022-11-10,SGHC,221.4,229.0,216.6,216.7,6541,1434649.2
2022-11-13,SGHC,216.7,219.8,212.7,214.0,3710,798887.0
2022-11-14,SGHC,210.0,225.4,210.0,221.0,3292,726253.5
2022-11-15,SGHC,216.6,224.0,209.8,220.0,6590,1410089.5
2022-11-16,SGHC,215.6,224.0,211.3,223.0,3970,871130.5
2022-11-17,SGHC,224.0,233.0,223.8,231.9,6860,1560038.5
2022-11-22,SGHC,227.3,232.5,223.6,227.0,3598,813226.3
2022-11-23,SGHC,222.6,227.4,220.9,222.1,3525,785658.0
2022-11-24,SGHC,219.0,226.4,214.9,220.0,4508,996437.9
2022-11-27,SGHC,216.0,235.0,216.0,233.0,20338,4727398.6
2022-11-28,SGHC,232.0,234.9,224.8,231.4,7947,1828406.4
2022-11-29,SGHC,226.8,240.0,225.0,235.6,2855,655698.0
2022-11-30,SGHC,231.0,244.8,231.0,242.0,10640,2566586.4
2022-12-01,SGHC,237.2,264.3,237.2,264.3,28386,7155869.9
2022-12-04,SGHC,259.1,265.2,251.0,259.0,9225,2386871.0
2022-12-05,SGHC,256.0,258.1,248.3,250.4,15223,3841252.1
2022-12-06,SGHC,246.0,255.0,241.0,252.9,7484,1869156.3
2022-12-07,SGHC,250.0,256.0,246.0,251.7,8007,2002578.6
2022-12-11,SGHC,247.0,251.0,240.1,240.1,5012,1218402.0
2022-12-12,SGHC,235.3,255.0,235.3,250.0,3468,856229.0
2022-12-13,SGHC,245.0,253.5,242.0,251.5,2825,706396.0
2022-12-14,SGHC,246.5,262.0,246.5,260.3,17829,4570416.5
2022-12-15,SGHC,255.1,263.0,249.0,255.0,6274,1582694.8
2022-12-18,SGHC,250.0,255.3,249.1,255.2,6737,1692195.9
2022-12-19,SGHC,253.0,265.3,250.2,259.9,15619,4013875.9
2022-12-20,SGHC,254.9,264.9,254.9,257.0,3389,876801.9
2022-12-21,SGHC,252.0,262.4,251.9,261.1,5745,1480310.5
2022-12-22,SGHC,255.9,264.0,252.9,259.0,10270,2654126.0
2022-12-26,SGHC,264.0,269.0,255.2,269.0,10636,2820133.6
2022-12-27,SGHC,263.7,274.3,260.0,274.0,22795,6101778.7
2022-12-28,SGHC,268.6,275.0,263.2,274.5,15156,4068450.4
2022-12-29,SGHC,269.1,301.9,264.3,301.9,17270,4888251.2
2023-01-01,SGHC,307.0,312.1,288.0,303.8,23811,7070959.0
2023-01-02,SGHC,309.8,309.8,286.0,298.1,14403,4302101.0
2023-01-03,SGHC,304.0,327.9,294.0,327.9,30377,9300190.9
2023-01-04,SGHC,334.4,335.5,306.1,335.5,22361,7238916.0
2023-01-05,SGHC,341.0,361.7,327.6,361.7,33104,11217721.4
2023-01-08,SGHC,354.5,358.0,341.0,354.0,19672,6906352.3
2023-01-09,SGHC,347.0,372.3,335.0,372.3,33028,11668542.8
2023-01-10,SGHC,372.0,380.0,340.0,370.0,30719,11226934.3
2023-01-12,SGHC,363.0,364.0,337.1,344.7,40329,13985185.4
2023-01-17,SGHC,337.9,362.0,324.0,359.8,36293,12678159.6
2023-01-18,SGHC,366.9,374.0,356.0,367.2,40165,14627694.2
2023-01-19,SGHC,367.2,390.6,361.0,389.6,57900,22057139.6
2023-01-23,SGHC,385.0,386.0,366.0,374.1,46321,17271702.0
2023-01-24,SGHC,366.7,374.0,350.0,374.0,32023,11623120.9
2023-01-25,SGHC,366.6,391.2,361.0,379.0,37590,14055219.3
2023-01-26,SGHC,371.9,386.4,365.0,375.3,18950,7008133.0
2023-01-29,SGHC,367.8,411.6,358.0,411.6,29501,11058768.5
2023-01-30,SGHC,403.4,403.4,373.0,384.0,45297,17208944.2
2023-01-31,SGHC,377.0,382.0,363.0,378.0,19185,7150277.0
2023-02-01,SGHC,382.0,382.0,370.0,378.9,10445,3914291.6
2023-02-02,SGHC,386.0,386.0,364.0,375.0,28029,10499440.8
2023-02-05,SGHC,382.5,382.5,362.9,378.4,10421,3854847.2
2023-02-06,SGHC,370.9,380.0,370.1,370.2,8497,3181195.3
2023-02-07,SGHC,370.2,395.0,370.2,395.0,40525,15521545.8
2023-02-08,SGHC,402.0,410.0,385.0,397.0,23567,9264922.7
2023-02-09,SGHC,389.1,404.9,382.4,404.9,13211,5193023.9
2023-02-12,SGHC,404.0,404.0,381.0,387.0,30718,11886223.5
2023-02-14,SGHC,390.8,393.0,372.0,382.0,18060,6833737.0
2023-02-15,SGHC,374.4,381.6,366.1,375.9,12370,4596627.9
2023-02-16,SGHC,376.0,385.0,367.0,380.0,24025,9029593.0
2023-02-20,SGHC,372.4,384.0,368.2,376.0,13212,4913354.0
2023-02-22,SGHC,380.0,389.0,368.6,378.0,13041,4935761.0
2023-02-23,SGHC,385.5,385.5,369.0,379.9,15014,5625198.6
2023-02-26,SGHC,380.0,380.0,365.0,377.0,9470,3503918.0
2023-02-27,SGHC,380.0,389.6,364.0,389.6,17930,6717766.0
2023-02-28,SGHC,381.9,400.0,375.0,400.0,38590,15094864.7
2023-03-01,SGHC,392.0,395.0,386.0,390.0,8745,3398624.0
2023-03-02,SGHC,383.6,388.0,377.0,386.0,9173,3494852.3
2023-03-05,SGHC,386.0,393.6,373.0,387.0,10650,4044008.0
2023-03-07,SGHC,379.3,386.8,373.0,380.0,7051,2673108.0
2023-03-09,SGHC,372.8,391.0,372.8,391.0,12634,4887476.0
2023-03-12,SGHC,385.0,393.0,383.2,392.0,40253,15556719.3
2023-03-13,SGHC,384.2,401.0,383.3,400.0,22899,9012301.2
2023-03-14,SGHC,400.0,407.0,394.0,401.0,21872,8763605.0
2023-03-15,SGHC,395.0,400.0,388.6,395.0,7298,2872973.9
2023-03-16,SGHC,387.1,399.0,381.0,395.6,7468,2927408.7
2023-03-19,SGHC,388.0,400.0,381.1,389.0,6306,2450359.5
2023-03-20,SGHC,381.7,396.0,381.7,395.0,9716,3785308.0
2023-03-22,SGHC,402.0,402.0,385.0,390.0,9633,3729665.7
2023-03-23,SGHC,394.5,394.5,375.0,387.0,11055,4197813.3
2023-03-26,SGHC,379.3,385.0,372.1,383.0,9455,3564656.9
2023-03-27,SGHC,382.0,389.0,375.0,387.0,8645,3274265.3
2023-03-28,SGHC,390.0,390.0,370.0,385.0,11969,4560696.6
2023-03-29,SGHC,385.0,385.0,377.3,384.5,4860,1857017.0
2023-03-30,SGHC,378.0,388.0,374.0,380.0,2855,1076401.0
2023-04-02,SGHC,380.0,389.5,364.3,389.5,9432,3521239.4
