BUSINESS_DATE,SYMBOL,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TOTAL_TRADED_QUANTITY,TOTAL_TRADED_VALUE
2014-02-17,EBLPO,0.0,1045.0,1045.0,1045.0,50000.0,52250000.0
2019-02-14,EBLPO,0.0,1045.0,1045.0,1045.0,7236375.0,1917639375.0
