BUSINESS_DATE,SYMBOL,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TOTAL_TRADED_QUANTITY,TOTAL_TRADED_VALUE
2021-06-09,SBCF,10.0,10.16,9.75,10.12,124987,1245120.7
2021-06-10,SBCF,10.0,11.0,9.93,10.6,213883,2298305.59
2021-06-13,SBCF,10.5,10.7,10.3,10.32,70260,731026.1
2021-06-14,SBCF,10.18,10.35,10.18,10.34,38625,397303.7
2021-06-15,SBCF,10.34,10.45,10.21,10.26,66800,690569.9
2021-06-16,SBCF,10.18,10.4,10.18,10.35,65500,670669.0
2021-06-17,SBCF,10.2,10.3,10.15,10.27,50155,515267.85
2021-06-20,SBCF,10.3,10.45,10.1,10.14,37400,381588.0
2021-06-21,SBCF,10.0,10.1,10.0,10.06,68200,687680.0
2021-06-22,SBCF,10.07,10.1,9.99,10.08,51197,514393.85
2021-06-23,SBCF,9.99,10.11,9.99,10.05,27809,280480.54
2021-06-24,SBCF,10.06,10.08,10.0,10.03,40890,411276.8
2021-06-27,SBCF,10.0,10.14,9.95,10.14,22050,222761.5
2021-06-28,SBCF,10.12,10.12,10.02,10.05,12010,121026.0
2021-06-29,SBCF,10.05,10.09,9.91,10.09,9550,95594.5
2021-06-30,SBCF,10.1,10.1,9.99,10.0,9750,97713.0
2021-07-01,SBCF,10.0,10.16,9.98,10.1,53500,536330.0
2021-07-04,SBCF,10.0,10.13,10.0,10.03,24510,246739.9
2021-07-05,SBCF,10.0,10.14,10.0,10.0,16350,164159.0
2021-07-06,SBCF,10.0,10.19,9.91,10.0,60477,607877.03
2021-07-07,SBCF,10.0,10.19,9.89,10.0,43400,437524.47
2021-07-08,SBCF,10.1,10.1,9.95,10.0,5050,50486.0
2021-07-11,SBCF,10.0,10.2,10.0,10.04,22260,225569.0
2021-07-12,SBCF,9.9,10.19,9.9,10.0,41987,421195.4
2021-07-13,SBCF,9.89,10.5,9.89,10.13,21650,222137.5
